_id,price,discount,tag,flashSale,status,children,createdAt,description,image,originalPrice,parent,quantity,slug,title,type,unit,updatedAt,sku
61c355337f19aa31349af3df,8,0,"[""baby care"",""baby accessories""]",false,Show,Baby Accessories,2021-12-22T16:41:23.186Z,"Baby Products are products intended to be used on infants and children under the age of three. Baby products are specially formulated to be mild and non-irritating and use ingredients that are selected for these properties. Baby products include baby shampoos and baby lotions, oils, powders and creams.",https://i.ibb.co/sWBMfVP/Freshmaker-Baby-Wet-Wipes-With-Cover-72pcs.jpg,8,Baby Care,100,freshmaker-wipes,Freshmaker Wipes,Health Care,72pcs,2021-12-22T16:41:23.186Z,
61c355337f19aa31349af3e0,12,0,"[""baby care"",""baby accessories""]",false,Show,Baby Accessories,2021-12-22T16:41:23.187Z,"Baby Products are products intended to be used on infants and children under the age of three. Baby products are specially formulated to be mild and non-irritating and use ingredients that are selected for these properties. Baby products include baby shampoos and baby lotions, oils, powders and creams.",https://i.ibb.co/9g7vDQJ/Himalaya-Baby-Powder-100g.jpg,12,Baby Care,100,himalaya-powder,Himalaya Powder,Health Care,100g,2021-12-22T16:41:23.187Z,
61c355337f19aa31349af3e1,9,0,"[""baby care"",""baby accessories""]",false,Show,Baby Accessories,2021-12-22T16:41:23.188Z,"Baby Products are products intended to be used on infants and children under the age of three. Baby products are specially formulated to be mild and non-irritating and use ingredients that are selected for these properties. Baby products include baby shampoos and baby lotions, oils, powders and creams.",https://i.ibb.co/4Pfnj7x/Huggies-Diaper-Dry-S-Up-To-7-Kg-36-Pcs.jpg,9,Baby Care,100,huggies-diaper,Huggies Diaper,Health Care,36pcs,2021-12-22T16:41:23.188Z,
61c355337f19aa31349af3e2,8,0,"[""baby care"",""baby accessories""]",false,Show,Baby Accessories,2021-12-22T16:41:23.188Z,"Baby Products are products intended to be used on infants and children under the age of three. Baby products are specially formulated to be mild and non-irritating and use ingredients that are selected for these properties. Baby products include baby shampoos and baby lotions, oils, powders and creams.",https://i.ibb.co/TmQFK7T/Huggies-W-Pant-XXL-15-25kg-24-Pcs.jpg,8,Baby Care,100,huggies-w-pant,Huggies-W-Pant,Health Care,24pcs,2021-12-22T16:41:23.188Z,
61c355337f19aa31349af3e3,10,0,"[""baby care"",""baby accessories""]",false,Hide,Baby Accessories,2021-12-22T16:41:23.188Z,"Baby Products are products intended to be used on infants and children under the age of three. Baby products are specially formulated to be mild and non-irritating and use ingredients that are selected for these properties. Baby products include baby shampoos and baby lotions, oils, powders and creams.",https://i.ibb.co/q7Lc0z6/Huggies-Wonder-Pant-L-9-14kg-32-Pcs.jpg,10,Baby Care,6,huggies-pant,Huggies Pant,Health Care,32pcs,2021-12-30T15:22:21.842Z,
61c355337f19aa31349af3e4,16,0,"[""baby care"",""baby food""]",false,Show,Baby Food,2021-12-22T16:41:23.188Z,"Baby foods are either a soft, liquid paste or an easily chewed food since babies lack developed muscles and teeth to effectively chew. Babies typically move to consuming baby food once nursing or formula is not sufficient for the child's appetite. Babies do not need to have teeth to transition to eating solid foods.",https://i.ibb.co/YddcNxc/Biomil-1-MINI-Tin-200-Gm.jpg,16,Baby Care,100,biomil-1,Biomil-1,Health Care,200gm,2021-12-22T16:41:23.188Z,
61c355337f19aa31349af3e5,17,0,"[""baby care"",""baby food""]",false,Show,Baby Food,2021-12-22T16:41:23.188Z,"Baby foods are either a soft, liquid paste or an easily chewed food since babies lack developed muscles and teeth to effectively chew. Babies typically move to consuming baby food once nursing or formula is not sufficient for the child's appetite. Babies do not need to have teeth to transition to eating solid foods.",https://i.ibb.co/R9Pn8XN/Cerelac-Wheat-Apple-Cherry-400-Gm-BIB.jpg,17,Baby Care,100,cerelac-cherry,Cerelac Cherry,Health Care,400gm,2021-12-22T16:41:23.188Z,
61c355337f19aa31349af3e6,15,0,"[""baby care"",""baby food""]",false,Show,Baby Food,2021-12-22T16:41:23.188Z,"Baby foods are either a soft, liquid paste or an easily chewed food since babies lack developed muscles and teeth to effectively chew. Babies typically move to consuming baby food once nursing or formula is not sufficient for the child's appetite. Babies do not need to have teeth to transition to eating solid foods.",https://i.ibb.co/yYsskBN/Cerelac-Wheat-Apple-Cornflakes-400-Gm-BIB.jpg,15,Baby Care,100,cerelac-cornflakes,Cerelac Cornflakes,Health Care,400gm,2021-12-22T16:41:23.188Z,
61c355337f19aa31349af3e7,16,0,"[""baby care"",""baby accessories""]",false,Show,Baby Accessories,2021-12-22T16:41:23.188Z,"Baby foods are either a soft, liquid paste or an easily chewed food since babies lack developed muscles and teeth to effectively chew. Babies typically move to consuming baby food once nursing or formula is not sufficient for the child's appetite. Babies do not need to have teeth to transition to eating solid foods.",https://i.ibb.co/frhMsN7/Glory-Adult-Diaper-Large-8-Packet.jpg,16,Baby Care,100,glory-diaper,Glory Diaper,Health Care,8pcs,2021-12-22T16:41:23.188Z,
61c355337f19aa31349af3e8,11,0,"[""bath"",""soap""]",false,Show,Bath,2021-12-22T16:41:23.188Z,"bathroom accessories are items specifically designed for use in a bathroom, such as soap dishes, towel racks, etc. bathroom accessories accessories typically have durable, decorative finishes.",https://i.ibb.co/26DbDXx/Harmony-Orange-Satsuma-Soap-70g.jpg,11,Beauty & Health,100,harmony-oranges-soap,Harmony Orange Soap,Health Care,70g,2021-12-22T16:41:23.188Z,
61c355337f19aa31349af3e9,12,0,"[""bath"",""soap""]",false,Show,Bath,2021-12-22T16:41:23.189Z,"bathroom accessories are items specifically designed for use in a bathroom, such as soap dishes, towel racks, etc. bathroom accessories accessories typically have durable, decorative finishes.",https://i.ibb.co/YfJTLV4/Neem-Original-Honey-Turmeric-Soap-75g.jpg,12,Beauty & Health,100,neem-original-soap,Neem Original Soap,Health Care,75g,2021-12-22T16:41:23.189Z,
61c355337f19aa31349af3ea,11,0,"[""bath"",""soap""]",false,Show,Bath,2021-12-22T16:41:23.189Z,"bathroom accessories are items specifically designed for use in a bathroom, such as soap dishes, towel racks, etc. bathroom accessories accessories typically have durable, decorative finishes.",https://i.ibb.co/Lt144XM/Nivea-Cr-me-Care-Soap-75g.jpg,11,Beauty & Health,10,nivea-soap,Nivea Soap,Health Care,75g,2021-12-30T15:16:37.410Z,
61c355337f19aa31349af3eb,13,0,"[""bath"",""soap""]",false,Show,Bath,2021-12-22T16:41:23.189Z,"bathroom accessories are items specifically designed for use in a bathroom, such as soap dishes, towel racks, etc. bathroom accessories accessories typically have durable, decorative finishes.",https://i.ibb.co/pRxDb6B/Sandalina-Soap-125-Gm.jpg,13,Beauty & Health,100,sandalina-soap,Sandalina Soap,Health Care,125gm,2021-12-22T16:41:23.189Z,
61c355337f19aa31349af3ec,12,0,"[""bath"",""soap""]",false,Show,Bath,2021-12-22T16:41:23.189Z,"bathroom accessories are items specifically designed for use in a bathroom, such as soap dishes, towel racks, etc. bathroom accessories accessories typically have durable, decorative finishes.",https://i.ibb.co/XL8Dmw5/Savlon-Fresh-Antiseptic-Soap-100-Gm.jpg,12,Beauty & Health,100,savlon-soap,Savlon Soap,Health Care,100gm,2021-12-22T16:41:23.189Z,
61c355337f19aa31349af3ed,8,0,"[""body care"",""gel""]",false,Show,Body Care,2021-12-22T16:41:23.189Z,"Body care means how you perform with passive range of motion, applications of dressings and ointments or lotions to the body, and pedicure to trim toenails and apply lotion to feet.",https://i.ibb.co/3NqJ10Q/Avalon-Organics-Bath-Shower-Gel-Gluten-Free-Cucumber-12-oz.jpg,8,Beauty & Health,100,avalon-organics-gel,Avalon Organics Gel,Health Care,12oz,2021-12-22T16:41:23.189Z,
61c355337f19aa31349af3ee,9,0,"[""body care"",""gel""]",false,Show,Body Care,2021-12-22T16:41:23.190Z,"Body care means how you perform with passive range of motion, applications of dressings and ointments or lotions to the body, and pedicure to trim toenails and apply lotion to feet.",https://i.ibb.co/J7cB7YY/Care-One-Moisturizing-Body-Wash-Cucumber-Melon-12-fl-o.jpg,9,Beauty & Health,100,cucumber-melon,Cucumber Melon,Health Care,12fl oz,2021-12-22T16:41:23.190Z,
61c355337f19aa31349af3ef,8,0,"[""body care"",""seed oil""]",false,Show,Body Care,2021-12-22T16:41:23.190Z,"Body care means how you perform with passive range of motion, applications of dressings and ointments or lotions to the body, and pedicure to trim toenails and apply lotion to feet.",https://i.ibb.co/tx3FfLr/Dial-Nutri-Skin-Ultra-Hydrating-Body-Wash-Grape-Seed-Oil-Lemongrass-16-fl-oz.jpg,8,Beauty & Health,100,seed-oil,Seed Oil,Health Care,16fl oz,2021-12-22T16:41:23.190Z,
61c355337f19aa31349af3f0,9,0,"[""body care"",""creme""]",false,Show,Body Care,2021-12-22T16:41:23.190Z,"Body care means how you perform with passive range of motion, applications of dressings and ointments or lotions to the body, and pedicure to trim toenails and apply lotion to feet.",https://i.ibb.co/C0Rvgzs/Dove-Creme-Mousse-Sensitive-Skin-Nourishing-Body-Wash-18-fl-oz.jpg,9,Beauty & Health,100,dove-creme,Dove Creme,Health Care,18fl oz,2021-12-22T16:41:23.190Z,
61c355337f19aa31349af3f1,7,0,"[""body care"",""lotion""]",false,Show,Body Care,2021-12-22T16:41:23.190Z,"Body care means how you perform with passive range of motion, applications of dressings and ointments or lotions to the body, and pedicure to trim toenails and apply lotion to feet.",https://i.ibb.co/QPKT5hP/Giovanni-Body-Lotion-Ultra-Sleek-For-All-Skin-Types-8-5-fl-oz.jpg,7,Beauty & Health,100,body-lotion,Body Lotion,Health Care,5fl oz,2021-12-22T16:41:23.190Z,
61c355337f19aa31349af3f2,9,0,"[""cosmetics"",""lipcolor""]",false,Show,Cosmetics,2021-12-22T16:41:23.190Z,"A cosmetic product shall mean any substance or mixture intended to be placed in contact with the various external parts of the human body (epidermis, hair system, nails, lips and external genital organs) or with the teeth and the mucous membranes of the oral cavity with a view exclusively or mainly to cleaning them",https://i.ibb.co/ZHRx2LS/Color-Elixir-By-Color-Sensational-Dashing-Orchid-Lipcolor-0-17fl-oz.jpg,9,Beauty & Health,100,orchid-lipcolor,Orchid Lipcolor,Health Care,17fl oz,2021-12-22T16:41:23.190Z,
61c355337f19aa31349af3f3,8,0,"[""cosmetics"",""nail polis""]",false,Show,Cosmetics,2021-12-22T16:41:23.190Z,"A cosmetic product shall mean any substance or mixture intended to be placed in contact with the various external parts of the human body (epidermis, hair system, nails, lips and external genital organs) or with the teeth and the mucous membranes of the oral cavity with a view exclusively or mainly to cleaning them",https://i.ibb.co/j4B82qJ/Zoya-N-E-Amanda-Nail-Polish-0-5fl-oz.jpg,8,Beauty & Health,100,nail-polish,Nail Polish,Health Care,5fl oz,2021-12-22T16:41:23.190Z,
61c355337f19aa31349af3f4,5,0,"[""cosmetics"",""nail color""]",false,Show,Cosmetics,2021-12-22T16:41:23.190Z,"A cosmetic product shall mean any substance or mixture intended to be placed in contact with the various external parts of the human body (epidermis, hair system, nails, lips and external genital organs) or with the teeth and the mucous membranes of the oral cavity with a view exclusively or mainly to cleaning them",https://i.ibb.co/KLTKrnX/Essie-Midnight-Cami-Nail-Color-0-46-fl-oz.jpg,5,Beauty & Health,100,essie-bnil-color,Essie Nail Color,Health Care,46fl oz,2021-12-22T16:41:23.190Z,
61c355337f19aa31349af3f5,8,0,"[""cosmetics"",""makeup""]",false,Show,Cosmetics,2021-12-22T16:41:23.190Z,"A cosmetic product shall mean any substance or mixture intended to be placed in contact with the various external parts of the human body (epidermis, hair system, nails, lips and external genital organs) or with the teeth and the mucous membranes of the oral cavity with a view exclusively or mainly to cleaning them",https://i.ibb.co/vJ0sNmh/Cover-Girl-Olay-Face-Lift-Effect-Firming-Makeup-Light-Medium-340-Foundation-1-5-fl-oz.jpg,8,Beauty & Health,10,firming-makeup,Firming Makeup,Health Care,5fl oz,2021-12-30T15:16:54.773Z,
61c355337f19aa31349af3f6,6,0,"[""cosmetics"",""lipstick""]",false,Show,Cosmetics,2021-12-22T16:41:23.190Z,"A cosmetic product shall mean any substance or mixture intended to be placed in contact with the various external parts of the human body (epidermis, hair system, nails, lips and external genital organs) or with the teeth and the mucous membranes of the oral cavity with a view exclusively or mainly to cleaning them",https://i.ibb.co/K0SBD3v/Revlon-Lipstick-Creme-Temptress-680-0-15oz.jpg,6,Beauty & Health,100,revlon-lipstick,Revlon Lipstick,Health Care,15fl oz,2021-12-22T16:41:23.190Z,
61c355337f19aa31349af3f7,8,0,"[""hair care"",""conditioner""]",false,Show,Hair Care,2021-12-22T16:41:23.190Z,"Hair Care products are those that help to control the properties and behavior of the hair so that it can be maintained in a controlled and desirable manner. This can include hair conditioners, hair sprays, hair straighteners and relaxers, permanent waves, shampoos, rinses, tonics and dressings.",https://i.ibb.co/b3v1YG5/Clear-Scalp-Hair-Beauty-Therapy-Volumizing-Root-Boost-Nourishing-Daily-Conditioner-12-7-fl-oz.jpg,8,Beauty & Health,100,clear-conditioner,Clear Conditioner,Health Care,12fl oz,2021-12-22T16:41:23.190Z,
61c355337f19aa31349af3f8,7,0,"[""hair care"",""conditioner""]",false,Show,Hair Care,2021-12-22T16:41:23.190Z,"Hair Care products are those that help to control the properties and behavior of the hair so that it can be maintained in a controlled and desirable manner. This can include hair conditioners, hair sprays, hair straighteners and relaxers, permanent waves, shampoos, rinses, tonics and dressings.",https://i.ibb.co/FspY5Yn/Dark-and-Lovely-6-Week-Anti-Reversion-System-Conditioner-12-fl-oz.jpg,7,Beauty & Health,100,dark-lovely-conditioner,Dark & Lovely Conditioner,Health Care,12fl oz,2021-12-22T16:41:23.190Z,
